Rk;Team;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Year
16;Portland Trail Blazers*;82;2427;374;816;.458;59;166;.353;315;650;.485;187;283;.662;141;314;456;215;72;51;168;227;993;1996
17;Indiana Pacers*;82;2409;363;757;.480;44;119;.373;319;638;.500;222;295;.755;123;276;399;234;71;39;163;248;993;1996
18;Atlanta Hawks*;82;2406;364;813;.448;69;195;.355;295;618;.477;186;245;.757;144;262;406;196;94;39;150;209;983;1996
19;Minnesota Timberwolves;82;2412;363;790;.459;34;105;.326;329;686;.479;219;282;.777;120;277;397;228;79;59;174;243;979;1996
20;Denver Nuggets;82;2418;366;812;.451;48;140;.346;318;672;.473;197;265;.743;129;303;432;226;64;73;154;230;977;1996
21;Toronto Raptors;82;2418;376;805;.467;50;142;.354;326;662;.492;172;238;.723;131;270;400;235;91;60;188;242;975;1996
22;New York Knicks*;82;2418;366;778;.471;59;157;.377;307;622;.494;180;238;.757;101;299;400;222;79;46;155;227;972;1996
23;Miami Heat*;82;2412;354;774;.457;67;178;.379;287;596;.481;189;267;.710;122;304;426;214;70;54;170;263;965;1996
24;Milwaukee Bucks;82;2406;370;791;.467;44;129;.338;326;663;.493;172;233;.738;119;264;383;214;71;37;158;237;956;1996
25;Detroit Pistons*;82;2418;343;747;.459;66;165;.404;276;582;.475;202;269;.751;108;298;405;196;62;43;148;238;954;1996
26;Philadelphia 76ers;82;2406;341;783;.436;60;175;.342;281;607;.463;203;276;.734;126;264;389;199;78;51;172;217;945;1996
27;New Jersey Nets;82;2427;351;823;.427;30;91;.335;321;732;.438;204;274;.745;165;305;470;214;76;70;168;229;937;1996
28;Cleveland Cavaliers*;82;2418;337;731;.460;73;193;.377;264;539;.490;165;216;.763;106;251;356;222;82;41;131;205;911;1996
29;Vancouver Grizzlies;82;2424;338;791;.428;45;138;.329;293;653;.448;176;244;.724;117;265;381;208;89;41;164;226;898;1996
1;Chicago Bulls*;82;2406;400;844;.473;64;171;.373;336;673;.499;168;225;.747;151;300;451;261;87;40;135;197;1031;1997
2;Utah Jazz*;82;2418;382;758;.504;41;110;.370;341;648;.526;227;295;.769;108;294;402;268;91;51;154;242;1031;1997
3;Phoenix Suns*;82;2421;383;818;.469;64;174;.369;319;644;.496;197;259;.761;112;290;401;252;81;39;144;211;1028;1997
4;Seattle SuperSonics*;82;2412;365;782;.467;68;193;.353;297;589;.504;210;280;.752;123;277;400;235;110;47;150;220;1009;1997
5;Boston Celtics;82;2427;374;850;.440;57;162;.351;317;687;.461;201;268;.750;134;267;400;219;99;38;164;234;1006;1997
6;Houston Rockets*;82;2421;370;791;.468;82;224;.365;289;566;.509;183;243;.755;113;313;426;245;84;42;166;196;1006;1997
7;Philadelphia 76ers;82;2412;366;835;.438;53;165;.319;313;670;.468;217;299;.725;155;287;442;207;83;48;175;211;1002;1997
8;Los Angeles Lakers*;82;2430;368;810;.454;67;183;.367;301;627;.480;197;284;.692;133;294;428;225;90;70;149;222;1000;1997
9;Golden State Warriors;82;2427;365;801;.456;59;166;.353;307;635;.483;207;266;.778;132;275;408;222;75;44;172;218;996;1997
10;Washington Bullets*;82;2421;391;814;.480;40;122;.331;351;692;.507;171;241;.707;123;295;418;234;87;49;157;221;994;1997
11;Portland Trail Blazers*;82;2421;366;788;.464;61;171;.358;305;618;.493;197;276;.713;129;304;433;209;78;53;165;235;990;1997
12;Charlotte Hornets*;82;2415;364;773;.471;72;169;.428;292;605;.483;188;242;.777;111;280;391;246;73;43;147;208;989;1997
13;Denver Nuggets;82;2430;358;815;.439;78;209;.372;280;607;.462;185;243;.761;121;299;420;230;61;59;166;218;978;1997
14;New Jersey Nets;82;2412;365;865;.422;59;167;.353;306;698;.439;183;248;.740;172;290;462;210;83;59;157;227;972;1997
15;Los Angeles Clippers*;82;2430;365;817;.446;58;163;.354;307;653;.469;185;253;.731;133;273;407;203;89;54;160;240;972;1997
16;Sacramento Kings;82;2421;366;806;.454;50;129;.391;315;677;.466;182;252;.723;134;281;415;219;72;44;162;237;964;1997
17;Minnesota Timberwolves*;82;2412;358;785;.456;45;133;.339;313;652;.480;200;266;.751;117;281;397;229;75;68;152;222;961;1997
18;Toronto Raptors;82;2418;353;809;.437;72;198;.363;281;611;.461;176;245;.720;138;275;413;209;88;63;164;230;955;1997
19;New York Knicks*;82;2421;351;759;.463;57;158;.363;294;602;.489;193;258;.748;119;307;425;221;77;46;178;248;954;1997
20;Indiana Pacers;82;2430;348;763;.456;52;138;.381;295;625;.472;206;285;.722;125;291;417;213;71;48;163;241;954;1997
21;Milwaukee Bucks;82;2406;362;769;.471;40;112;.352;322;656;.491;190;257;.741;116;276;392;196;77;42;157;231;953;1997
22;Miami Heat*;82;2415;344;760;.453;83;227;.364;261;533;.491;177;247;.719;117;293;410;212;79;54;159;234;948;1997
23;Atlanta Hawks*;82;2415;343;769;.446;80;224;.359;263;545;.481;182;238;.763;125;287;411;190;85;52;150;194;948;1997
24;Detroit Pistons*;82;2418;345;743;.464;71;183;.388;274;560;.488;181;243;.745;105;280;384;190;77;35;127;201;942;1997
25;Orlando Magic*;82;2421;346;792;.437;69;203;.341;277;590;.470;180;241;.746;131;271;401;206;85;44;152;200;941;1997
26;Dallas Mavericks;82;2415;343;787;.436;52;160;.327;291;626;.464;168;234;.717;127;276;403;203;80;43;161;219;906;1997
27;San Antonio Spurs;82;2406;345;779;.442;46;144;.320;299;635;.470;169;235;.719;134;260;394;203;79;53;152;215;905;1997
28;Vancouver Grizzlies;82;2412;344;787;.437;54;155;.349;290;632;.458;150;211;.709;125;263;388;227;80;57;159;214;892;1997
29;Cleveland Cavaliers;82;2421;330;728;.453;59;157;.376;271;572;.474;156;216;.723;111;263;374;209;80;38;145;230;875;1997
1;Los Angeles Lakers*;82;2418;384;797;.481;61;173;.351;323;625;.517;227;335;.679;132;301;433;245;90;68;153;227;1055;1998
2;Minnesota Timberwolves*;82;2430;385;835;.461;37;106;.347;348;728;.478;204;275;.743;130;296;426;252;78;52;139;230;1011;1998
3;Utah Jazz*;82;2412;365;745;.490;30;82;.372;335;664;.504;249;322;.773;117;293;411;252;79;50;154;239;1010;1998
4;Seattle SuperSonics*;82;2409;372;788;.473;76;191;.396;296;596;.497;185;257;.721;114;271;385;242;98;46;140;221;1006;1998
5;New Jersey Nets*;82;2424;373;845;.441;38;114;.331;335;731;.458;213;287;.744;164;261;425;205;95;38;144;234;996;1998
6;Phoenix Suns*;82;2434;383;818;.468;53;148;.356;330;671;.492;178;238;.749;121;299;420;259;92;52;151;215;996;1998
7;Houston Rockets*;82;2418;359;794;.452;70;204;.343;289;591;.490;199;259;.771;120;287;407;219;84;36;158;202;988;1998
8;Washington Wizards;82;2415;376;831;.452;39;115;.339;337;715;.470;182;263;.691;137;285;422;232;84;46;141;224;972;1998
9;Chicago Bulls*;82;2421;374;829;.451;38;117;.323;336;712;.471;182;245;.743;152;297;449;238;85;43;144;206;967;1998
10;Charlotte Hornets*;82;2412;362;774;.468;42;110;.383;320;663;.482;200;267;.751;120;285;406;237;84;38;152;214;966;1998
11;Vancouver Grizzlies;82;2418;367;801;.458;40;110;.362;327;691;.473;193;262;.739;132;282;414;239;75;43;171;221;966;1998
12;Indiana Pacers*;82;2418;356;759;.469;49;125;.390;307;633;.485;199;260;.764;107;286;393;230;79;45;142;227;960;1998
13;Los Angeles Clippers;82;2412;357;816;.438;64;179;.358;293;637;.461;180;250;.723;127;278;404;187;76;56;161;223;959;1998
14;Boston Celtics;82;2406;367;846;.434;51;152;.332;317;693;.457;174;240;.726;146;249;395;221;120;45;162;269;959;1998
15;Atlanta Hawks*;82;2424;352;775;.455;41;124;.332;311;651;.478;213;282;.756;135;295;430;191;80;60;148;204;959;1998
16;Miami Heat*;82;2409;348;772;.450;67;188;.355;281;583;.481;188;254;.739;125;295;420;214;81;52;150;242;950;1998
17;Toronto Raptors;82;2430;362;831;.435;45;132;.343;316;698;.453;180;251;.718;145;262;407;213;94;81;167;226;949;1998
18;Milwaukee Bucks;82;2430;356;780;.456;30;86;.354;325;695;.469;203;264;.767;126;273;399;201;89;44;169;234;945;1998
19;Portland Trail Blazers*;82;2418;352;780;.451;40;128;.309;312;652;.479;200;271;.737;132;308;440;215;71;57;169;227;943;1998
20;Detroit Pistons;82;2434;349;777;.449;36;114;.312;313;663;.473;208;279;.745;127;285;412;195;83;42;146;220;942;1998
21;Philadelphia 76ers;82;2409;346;782;.443;30;99;.300;316;683;.463;211;287;.737;137;280;417;211;89;60;165;229;933;1998
22;Sacramento Kings;82;2406;361;815;.442;35;98;.351;326;717;.455;176;256;.687;133;281;414;224;73;51;155;221;931;1998
23;San Antonio Spurs*;82;2418;353;755;.468;37;105;.350;317;649;.488;182;264;.688;120;322;442;224;63;69;161;211;925;1998
24;Cleveland Cavaliers*;82;2418;344;757;.454;36;98;.372;307;659;.466;202;267;.756;116;284;401;231;99;51;173;236;925;1998
25;New York Knicks*;82;2418;349;782;.447;47;139;.335;303;643;.471;171;221;.772;119;297;416;218;77;34;152;237;916;1998
26;Dallas Mavericks;82;2427;351;824;.427;51;144;.357;300;679;.442;160;212;.753;123;278;401;187;79;57;144;200;914;1998
27;Orlando Magic;82;2418;338;787;.429;36;111;.323;302;677;.447;189;261;.726;144;269;412;207;79;54;153;197;901;1998
28;Denver Nuggets;82;2406;326;782;.417;35;109;.323;291;673;.433;202;262;.772;127;263;390;189;81;48;160;236;890;1998
29;Golden State Warriors;82;2418;347;839;.413;23;85;.272;324;755;.429;166;233;.710;157;302;459;208;76;55;167;227;883;1998
1;Sacramento Kings*;50;2440;384;861;.445;58;189;.308;326;673;.484;177;259;.683;141;315;456;226;89;46;168;203;1002;1999
2;Los Angeles Lakers*;50;2410;368;787;.468;48;137;.352;320;650;.492;205;301;.683;124;296;420;219;78;57;151;246;990;1999
3;Phoenix Suns*;50;2410;359;801;.449;52;140;.372;307;660;.465;185;243;.760;120;284;403;250;89;40;136;204;956;1999
4;Seattle SuperSonics;50;2420;351;795;.442;62;180;.344;289;615;.470;184;271;.681;135;284;420;217;79;40;153;209;949;1999
5;Portland Trail Blazers*;50;2435;349;791;.442;49;135;.364;300;656;.457;200;270;.743;129;314;443;215;82;58;154;225;948;1999
6;Indiana Pacers*;50;2420;346;773;.448;59;160;.368;287;613;.469;195;246;.796;115;290;405;201;63;45;130;216;947;1999
7;Houston Rockets*;50;2415;351;760;.462;67;183;.368;284;577;.492;173;237;.729;107;308;415;212;77;52;162;192;942;1999
8;Denver Nuggets;50;2405;336;798;.421;60;184;.328;276;613;.450;202;265;.762;129;278;408;194;75;55;148;229;935;1999
9;Utah Jazz*;50;2435;337;724;.465;28;78;.361;309;646;.478;232;302;.767;111;302;413;241;80;55;163;227;933;1999
10;Boston Celtics;50;2430;363;833;.436;55;152;.360;309;681;.453;149;215;.692;136;292;428;215;91;51;161;239;930;1999
11;Minnesota Timberwolves*;50;2405;368;865;.425;24;82;.298;343;783;.438;170;229;.743;151;278;429;244;85;54;128;237;929;1999
12;Charlotte Hornets;50;2430;334;744;.449;54;147;.365;281;597;.470;207;277;.747;96;299;395;222;89;49;159;220;929;1999
13;San Antonio Spurs*;50;2415;348;762;.456;34;104;.330;314;658;.476;198;283;.698;123;317;440;220;84;70;152;202;928;1999
14;Milwaukee Bucks*;50;2410;351;764;.459;46;124;.373;304;640;.476;169;231;.733;114;274;388;206;88;40;144;228;917;1999
15;Dallas Mavericks;50;2415;350;807;.434;40;119;.339;309;688;.450;176;242;.728;129;296;425;184;70;58;138;213;916;1999
16;New Jersey Nets;50;2410;338;832;.406;45;136;.331;293;696;.421;192;250;.769;143;287;430;185;98;55;150;227;914;1999
17;Washington Wizards;50;2410;354;794;.445;36;116;.309;318;678;.469;169;240;.705;119;281;400;213;79;39;147;230;912;1999
18;Toronto Raptors;50;2415;332;788;.421;45;132;.341;287;656;.437;202;266;.760;142;289;432;207;88;64;160;228;911;1999
19;Los Angeles Clippers;50;2425;342;801;.427;43;134;.320;299;668;.448;177;245;.721;133;259;392;164;85;47;159;245;904;1999
20;Detroit Pistons*;50;2410;332;743;.447;50;136;.365;282;607;.465;190;257;.740;121;282;403;202;89;42;158;228;904;1999
21;Philadelphia 76ers*;50;2430;331;777;.426;20;74;.264;312;702;.444;215;297;.722;146;286;431;187;108;54;164;230;897;1999
22;Orlando Magic*;50;2410;337;789;.428;45;135;.330;293;654;.448;175;250;.700;138;289;427;213;99;43;164;187;895;1999
23;Miami Heat*;50;2405;323;713;.453;58;161;.359;265;552;.481;186;252;.735;101;302;403;204;65;61;149;207;890;1999
24;Vancouver Grizzlies;50;2435;329;768;.428;30;91;.327;299;677;.442;202;282;.717;130;272;402;193;84;40;170;225;889;1999
25;Golden State Warriors;50;2425;346;835;.415;32;113;.287;314;722;.435;159;235;.676;163;312;475;207;83;44;154;254;883;1999
26;Cleveland Cavaliers;50;2410;312;712;.439;36;107;.341;276;605;.456;203;271;.749;94;263;358;219;90;41;157;242;864;1999
27;New York Knicks*;50;2420;322;741;.435;42;118;.353;280;623;.450;178;244;.732;110;302;412;193;79;52;161;228;864;1999
28;Atlanta Hawks*;50;2415;308;752;.409;39;129;.306;268;623;.431;208;284;.731;135;300;435;156;69;52;149;197;863;1999
29;Chicago Bulls;50;2415;308;767;.401;35;122;.289;272;645;.422;168;237;.709;115;279;393;203;87;34;155;222;819;1999
1;Sacramento Kings*;82;2415;400;889;.450;65;202;.322;334;687;.487;185;246;.754;129;321;450;238;96;46;162;211;1050;2000
2;Detroit Pistons*;82;2418;371;809;.459;54;149;.359;318;660;.481;239;306;.781;112;300;412;208;81;33;157;245;1035;2000
3;Dallas Mavericks;82;2406;390;859;.453;63;162;.391;326;698;.468;172;214;.804;114;298;412;221;72;51;137;216;1014;2000
4;Indiana Pacers*;82;2406;372;810;.459;71;181;.392;300;628;.478;199;245;.811;103;319;421;226;68;51;141;218;1013;2000
5;Milwaukee Bucks*;82;2421;387;833;.465;48;130;.369;339;702;.483;190;242;.786;124;289;413;226;82;46;150;246;1012;2000
6;Los Angeles Lakers*;82;2415;383;834;.459;42;128;.329;341;706;.482;201;289;.696;136;334;470;234;75;65;139;225;1008;2000
7;Orlando Magic;82;2409;386;855;.452;36;106;.338;351;749;.468;192;261;.735;140;310;449;208;91;57;176;240;1001;2000
8;Houston Rockets;82;2418;366;813;.450;71;198;.358;295;615;.480;192;262;.733;123;315;438;216;75;53;174;203;995;2000
9;Boston Celtics;82;2406;372;839;.444;51;154;.331;322;685;.469;198;265;.745;135;295;430;212;97;35;154;271;993;2000
10;Seattle SuperSonics*;82;2412;379;847;.447;67;196;.339;312;651;.480;166;239;.695;127;303;430;229;80;42;140;217;991;2000
11;Denver Nuggets;82;2421;373;843;.442;57;170;.336;315;672;.469;187;258;.724;131;316;447;233;68;75;156;239;990;2000
12;Phoenix Suns*;82;2415;377;826;.457;56;152;.368;321;674;.477;179;236;.759;125;312;437;256;91;53;167;241;989;2000
13;Minnesota Timberwolves*;82;2427;393;843;.467;30;87;.346;363;755;.481;168;216;.780;124;301;425;269;76;54;139;233;985;2000
14;Charlotte Hornets*;82;2412;358;797;.449;41;122;.339;317;675;.469;227;300;.758;108;321;429;247;89;59;147;204;984;2000
15;New Jersey Nets;82;2418;363;839;.433;58;168;.347;305;672;.454;195;249;.784;127;282;409;206;88;48;136;233;980;2000
16;Portland Trail Blazers*;82;2412;368;784;.470;50;138;.361;319;647;.493;188;247;.760;118;312;430;235;77;48;152;227;975;2000
17;Toronto Raptors*;82;2409;363;839;.433;52;143;.363;312;696;.447;193;252;.765;134;299;433;237;81;66;139;243;972;2000
18;Cleveland Cavaliers;82;2421;363;821;.442;42;112;.373;321;709;.453;202;269;.750;123;305;428;237;87;44;174;271;970;2000
19;Washington Wizards;82;2415;367;815;.451;41;109;.376;326;706;.462;191;257;.743;130;297;427;216;72;47;161;262;966;2000
20;Utah Jazz*;82;2409;361;778;.464;40;104;.385;321;674;.476;203;262;.773;114;296;410;249;77;54;149;245;965;2000
21;San Antonio Spurs*;82;2421;360;780;.462;40;108;.374;320;672;.476;201;270;.746;113;325;438;222;75;67;150;209;962;2000
22;Golden State Warriors;82;2409;365;871;.420;42;130;.323;323;740;.437;183;262;.697;159;297;456;226;89;43;159;249;955;2000
23;Philadelphia 76ers*;82;2418;365;826;.442;25;78;.323;340;748;.454;192;271;.708;140;301;441;222;96;47;157;236;948;2000
24;Miami Heat*;82;2418;363;788;.460;54;147;.371;308;641;.481;164;223;.736;112;319;432;235;71;64;150;237;944;2000
25;Atlanta Hawks;82;2418;366;830;.441;31;99;.317;334;731;.458;180;242;.743;140;313;453;189;61;56;154;210;943;2000
26;Vancouver Grizzlies;82;2421;353;785;.449;40;110;.361;313;676;.463;194;251;.774;123;283;406;207;74;42;168;229;939;2000
27;New York Knicks*;82;2418;353;777;.455;43;114;.375;310;663;.468;172;220;.781;98;307;405;194;63;43;146;242;921;2000
28;Los Angeles Clippers;82;2403;351;824;.426;52;155;.339;299;670;.446;166;223;.746;116;290;406;180;70;60;162;222;920;2000
29;Chicago Bulls;82;2415;313;754;.415;41;126;.329;271;628;.432;181;255;.709;126;283;409;201;79;47;190;233;848;2000
1;Sacramento Kings*;82;2449;382;850;.449;58;165;.354;324;685;.472;195;253;.771;120;330;450;226;97;53;149;195;1017;2001
2;Milwaukee Bucks*;82;2412;380;829;.458;69;181;.379;311;648;.480;180;229;.787;119;305;424;225;82;47;137;235;1007;2001
3;Los Angeles Lakers*;82;2427;379;815;.465;54;155;.344;326;660;.494;194;285;.683;132;315;447;230;69;60;144;228;1006;2001
4;Dallas Mavericks*;82;2415;376;819;.459;63;165;.381;313;654;.479;189;238;.794;101;314;415;212;75;60;139;233;1005;2001
5;Toronto Raptors*;82;2434;372;850;.437;52;142;.369;319;708;.451;181;242;.747;136;308;445;244;73;63;132;213;976;2001
6;Orlando Magic*;82;2434;367;838;.438;60;164;.364;308;674;.456;180;252;.714;130;299;429;220;82;59;152;253;975;2001
7;Minnesota Timberwolves*;82;2418;384;838;.458;39;110;.357;345;728;.473;166;212;.785;122;301;423;254;83;56;139;232;973;2001
8;Seattle SuperSonics;82;2415;369;811;.456;57;143;.399;313;668;.468;177;242;.732;122;295;417;219;80;50;153;211;973;2001
9;Houston Rockets;82;2418;359;792;.453;61;172;.357;297;620;.480;193;254;.758;112;308;420;197;72;44;147;202;972;2001
10;Utah Jazz*;82;2412;361;767;.471;40;104;.381;321;663;.485;209;278;.752;115;291;406;257;81;56;158;257;971;2001
11;Denver Nuggets;82;2412;363;839;.433;62;176;.355;301;663;.454;177;240;.737;127;315;442;240;67;66;139;222;966;2001
12;San Antonio Spurs*;82;2418;352;764;.461;54;133;.407;297;630;.472;204;285;.715;110;331;441;217;69;70;140;189;962;2001
13;Detroit Pistons;82;2421;356;839;.424;47;136;.350;309;703;.439;196;272;.721;135;320;455;199;75;55;159;238;956;2001
14;Portland Trail Blazers*;82;2412;366;783;.468;45;129;.349;321;654;.492;176;232;.762;117;303;420;239;82;51;153;213;954;2001
15;Philadelphia 76ers*;82;2421;354;791;.447;32;98;.326;322;693;.464;207;278;.745;131;317;448;206;84;50;158;204;947;2001
16;Boston Celtics;82;2418;338;791;.428;72;199;.363;266;592;.450;198;267;.740;109;289;398;208;94;41;157;238;946;2001
17;Phoenix Suns*;82;2415;359;824;.436;40;129;.315;319;695;.458;182;241;.755;118;308;427;232;95;52;152;227;940;2001
18;Washington Wizards;82;2400;345;787;.439;34;103;.324;312;684;.456;208;274;.759;124;289;413;201;77;47;170;233;932;2001
19;Indiana Pacers*;82;2437;345;784;.440;48;141;.342;297;643;.461;188;245;.766;112;316;429;215;69;59;152;235;926;2001
20;Golden State Warriors;82;2412;358;875;.409;34;118;.293;324;757;.427;174;247;.706;164;291;455;218;90;50;159;211;925;2001
21;Los Angeles Clippers;82;2443;353;789;.448;44;130;.339;309;659;.469;174;251;.693;117;312;429;193;60;63;158;216;925;2001
22;Cleveland Cavaliers;82;2418;352;797;.442;27;80;.334;326;716;.455;190;249;.765;124;298;421;208;78;53;165;232;922;2001
23;New Jersey Nets;82;2406;339;799;.425;44;132;.333;295;667;.443;199;262;.759;111;285;396;195;79;50;147;242;921;2001
24;Charlotte Hornets*;82;2424;341;793;.431;41;120;.346;300;673;.446;195;262;.745;126;318;444;232;81;55;144;214;919;2001
25;Vancouver Grizzlies;82;2412;350;797;.439;40;115;.343;310;682;.455;178;231;.770;109;296;405;232;71;44;157;211;917;2001
26;Atlanta Hawks;82;2406;351;813;.431;41;114;.357;310;699;.443;168;221;.759;125;304;429;190;77;47;167;227;910;2001
27;Miami Heat*;82;2424;329;763;.430;58;169;.345;270;594;.455;174;229;.759;99;297;396;199;77;37;137;210;889;2001
28;New York Knicks*;82;2427;336;756;.444;48;136;.351;288;620;.465;168;211;.796;94;308;402;185;66;42;145;227;887;2001
29;Chicago Bulls;82;2421;332;782;.424;40;116;.346;292;666;.438;172;233;.739;113;276;389;221;82;46;158;232;876;2001
1;Dallas Mavericks*;82;2424;390;845;.462;76;201;.378;315;645;.488;196;243;.806;112;313;425;221;71;48;121;225;1052;2002
2;Sacramento Kings*;82;2409;398;854;.467;52;141;.367;346;713;.486;197;263;.751;124;330;453;239;90;46;138;190;1046;2002
3;Los Angeles Lakers*;82;2412;384;834;.461;62;175;.354;322;659;.489;182;261;.699;125;318;443;230;76;58;127;222;1013;2002
4;Orlando Magic*;82;2418;376;841;.448;76;202;.373;301;638;.471;176;234;.754;115;298;412;220;81;47;136;207;1005;2002
5;Minnesota Timberwolves*;82;2415;387;840;.461;48;128;.378;339;712;.476;171;214;.798;129;312;442;243;64;52;134;212;993;2002
6;Seattle SuperSonics*;82;2418;382;815;.469;60;158;.378;322;657;.490;154;204;.755;118;285;403;235;85;44;137;211;977;2002
7;Golden State Warriors;82;2412;366;852;.429;39;121;.322;327;731;.447;206;286;.722;163;304;467;208;79;64;168;230;977;2002
8;Milwaukee Bucks;82;2427;371;802;.462;72;193;.375;299;609;.490;161;215;.748;103;312;414;225;73;47;141;218;975;2002
9;Indiana Pacers*;82;2427;358;802;.446;49;146;.339;309;657;.470;203;263;.772;113;313;427;230;80;53;152;229;968;2002
10;San Antonio Spurs*;82;2421;355;776;.458;53;148;.362;302;628;.480;203;274;.742;111;313;424;200;76;65;144;192;967;2002
11;Portland Trail Blazers*;82;2418;366;814;.450;57;161;.354;310;653;.474;177;232;.763;132;298;430;235;86;45;143;197;966;2002
12;Boston Celtics*;82;2418;348;821;.424;85;237;.359;263;584;.450;183;239;.764;109;313;422;210;97;36;136;217;964;2002
13;New Jersey Nets*;82;2418;371;831;.446;49;146;.338;322;686;.469;171;233;.735;127;307;433;243;87;60;145;211;962;2002
14;Utah Jazz*;82;2418;350;777;.450;34;103;.333;316;675;.468;226;296;.763;135;286;422;244;91;64;165;240;960;2002
15;Los Angeles Clippers;82;2415;362;813;.445;50;140;.356;312;673;.464;183;247;.739;132;302;434;209;62;66;148;198;957;2002
16;Cleveland Cavaliers;82;2421;360;803;.448;47;125;.377;312;678;.461;186;241;.772;118;303;421;231;70;57;146;214;953;2002
17;Phoenix Suns;82;2418;378;846;.447;44;134;.327;334;712;.469;152;199;.767;131;296;427;224;81;49;147;218;951;2002
18;Detroit Pistons*;82;2400;347;768;.452;69;184;.376;278;584;.475;180;238;.756;99;289;387;215;79;69;145;207;943;2002
19;Atlanta Hawks;82;2412;354;806;.439;52;146;.354;302;660;.458;181;237;.765;116;298;415;202;81;43;155;208;940;2002
20;Charlotte Hornets*;82;2409;353;802;.440;42;121;.348;311;681;.456;191;257;.745;129;305;435;215;80;56;140;213;939;2002
21;Washington Wizards;82;2406;358;813;.441;37;96;.388;321;717;.448;174;228;.765;129;292;420;209;70;43;130;215;928;2002
22;Houston Rockets;82;2437;346;808;.428;60;180;.335;285;628;.455;171;231;.741;125;294;419;181;65;54;141;180;923;2002
23;Denver Nuggets;82;2415;355;838;.424;52;157;.329;304;681;.446;159;214;.744;136;282;418;222;75;56;147;228;922;2002
24;New York Knicks;82;2415;344;795;.432;58;164;.353;286;631;.453;171;218;.787;107;300;407;210;68;35;145;220;916;2002
25;Toronto Raptors*;82;2409;356;820;.434;47;135;.349;309;685;.451;155;209;.739;136;285;421;217;84;55;143;216;914;2002
26;Philadelphia 76ers*;82;2406;342;785;.436;26;87;.299;316;698;.453;200;257;.779;133;309;442;200;86;44;153;201;910;2002
27;Memphis Grizzlies;82;2412;348;797;.436;41;134;.307;307;663;.462;163;230;.708;120;294;414;218;79;60;164;192;899;2002
28;Chicago Bulls;82;2415;343;792;.433;37;106;.346;306;686;.447;172;239;.722;113;288;400;222;77;44;153;224;895;2002
29;Miami Heat;82;2430;342;778;.439;38;110;.347;304;669;.454;151;208;.724;110;310;420;203;67;55;148;225;872;2002
1;Dallas Mavericks*;82;2412;385;851;.453;78;203;.381;308;648;.475;181;219;.829;111;310;421;224;81;55;116;211;1030;2003
2;Golden State Warriors;82;2409;373;846;.441;52;151;.344;321;696;.462;226;290;.778;157;310;467;209;72;62;158;218;1024;2003
3;Sacramento Kings*;82;2418;395;852;.464;60;157;.381;335;695;.482;167;223;.746;110;335;445;248;90;56;145;203;1017;2003
4;Los Angeles Lakers*;82;2430;377;836;.451;59;167;.356;318;669;.475;190;260;.734;131;311;443;233;78;57;145;229;1004;2003
5;Milwaukee Bucks*;82;2427;371;813;.457;71;186;.383;300;627;.478;181;233;.776;107;289;395;222;76;42;127;222;995;2003
6;Orlando Magic*;82;2415;359;825;.436;69;194;.357;290;631;.460;197;254;.777;117;292;409;204;85;37;144;230;985;2003
7;Minnesota Timberwolves*;82;2415;387;830;.466;36;98;.368;351;732;.479;171;223;.770;117;319;436;252;67;53;137;208;981;2003
8;Memphis Grizzlies;82;2430;372;822;.452;57;156;.365;315;666;.473;174;236;.739;115;301;416;231;79;61;154;205;975;2003
9;Philadelphia 76ers*;82;2421;363;810;.448;30;96;.311;333;714;.466;213;275;.775;127;295;422;216;103;35;148;220;968;2003
10;Indiana Pacers*;82;2427;355;806;.441;46;136;.339;309;669;.461;212;277;.766;122;320;442;233;85;54;148;221;968;2003
11;New York Knicks;82;2421;362;820;.441;74;193;.383;288;627;.459;161;198;.815;103;290;392;220;71;31;140;230;959;2003
12;San Antonio Spurs*;82;2418;355;768;.462;55;155;.354;300;613;.489;194;268;.725;115;312;426;200;77;65;158;204;958;2003
13;Phoenix Suns*;82;2415;366;826;.443;48;140;.343;318;686;.464;174;235;.742;128;298;425;210;81;49;147;220;955;2003
14;New Jersey Nets*;82;2409;354;803;.441;42;127;.332;312;676;.462;203;268;.757;121;308;429;230;87;46;148;216;954;2003
15;Portland Trail Blazers*;82;2421;364;792;.460;46;140;.330;318;651;.488;177;237;.745;121;290;411;227;88;39;152;199;952;2003
16;Chicago Bulls;82;2430;365;819;.445;43;122;.350;322;697;.462;177;246;.722;120;310;430;217;74;56;169;247;950;2003
17;Utah Jazz*;82;2412;353;755;.468;27;78;.349;326;677;.481;213;286;.745;125;290;415;256;86;57;168;224;947;2003
18;Atlanta Hawks;82;2427;349;785;.444;49;139;.352;300;645;.464;194;245;.793;114;312;426;205;75;58;167;217;941;2003
19;New Orleans Hornets*;82;2427;355;816;.435;49;131;.376;306;685;.447;179;233;.768;134;302;436;220;80;48;148;216;939;2003
20;Los Angeles Clippers;82;2409;346;791;.437;48;144;.331;298;648;.460;199;265;.750;123;300;423;196;70;56;157;218;938;2003
21;Houston Rockets;82;2430;346;788;.440;54;155;.346;293;633;.462;191;249;.768;125;313;438;184;72;60;156;195;938;2003
